approach,subject,bug_id,iterations,engine,variant,additional_failing,additional_passing,baseline_failing,baseline_passing,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches
PyGenProg,markup,2,1,sequential,V,5,5,1,10,11,10,6.949569463729858,331.44568967819214,171.5055067539215,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,15
PyGenProg,markup,2,1,sequential,V,10,10,1,10,11,20,8.503480911254883,426.1426901817322,195.97850155830383,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,15
PyGenProg,markup,2,1,sequential,V,30,30,1,10,11,60,6.990406036376953,380.79074573516846,208.71064949035645,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,15
PyGenProg,markup,2,1,sequential,V,50,50,1,10,11,100,7.541377544403076,375.0023787021637,161.73462533950806,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,15
PyGenProg,markup,2,10,sequential,V,5,5,1,10,11,10,7.0975682735443115,507.23053216934204,158.09147095680237,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,14
PyGenProg,markup,2,10,sequential,V,10,10,1,10,11,20,7.549413442611694,529.9760701656342,170.03074669837952,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,14
PyGenProg,markup,2,10,sequential,V,30,30,1,10,11,60,6.097071647644043,754.3016304969788,164.2383313179016,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,14
PyGenProg,markup,2,10,sequential,V,50,50,1,10,11,100,6.805803060531616,673.43146443367,206.1233594417572,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,14
PyGenProg,markup,2,1,sequential,C,5,5,0,0,10,10,3.9782559871673584,344.7036895751953,85.98464846611023,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,1
PyGenProg,markup,2,1,sequential,C,10,10,0,0,20,20,3.9565024375915527,373.37844944000244,73.80130219459534,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,1
PyGenProg,markup,2,1,sequential,C,30,30,0,0,60,60,3.7062807083129883,331.01135754585266,78.97535681724548,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,1
PyGenProg,markup,2,1,sequential,C,50,50,0,0,100,100,4.632754325866699,479.9703085422516,117.67740893363953,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,1
PyGenProg,markup,2,10,sequential,C,5,5,0,0,10,10,4.353893518447876,763.4100821018219,120.71809387207031,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,4
PyGenProg,markup,2,10,sequential,C,10,10,0,0,20,20,3.9518070220947266,776.0370960235596,129.49080538749695,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,6
PyGenProg,markup,2,10,sequential,C,30,30,0,0,60,60,4.056234121322632,948.8060083389282,129.6900463104248,0.37272727272727274,0.4186046511627907,0.36,0.38709677419354843,0.43,1
PyGenProg,markup,2,10,sequential,C,50,50,0,0,100,100,3.970008611679077,898.5894186496735,79.11350464820862,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,1
